Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
LOC117693020,LOC117693020,0.0004254215011833602,-9.190727537817116,1.0,0.0,9.190727537817116,1.0
LOC117689737,LOC117689737,0.0004254215011833602,-9.190727537817116,1.0,0.0,9.190727537817116,1.0
LOC105321472,LOC105321472,0.00012762645035500807,-10.650159156454412,1.0,0.0,10.650159156454412,1.0
LOC117687070,LOC117687070,4.254215011833602e-05,-11.650159156454412,1.0,0.0,11.650159156454412,1.0
LOC117687074,LOC117687074,0.0005530479515383683,-8.842804234396809,1.0,0.0,8.842804234396809,1.0
LOC105336148,LOC105336148,0.0029779505082835217,-6.500412036949731,1.0,0.0,6.500412036949731,1.0
LOC105346550,LOC105346550,0.02280259246342811,-3.581380878469,1.0,0.0,3.581380878469,1.0
LOC117684466,LOC117684466,4.254215011833602e-05,-11.650159156454412,1.0,0.0,11.650159156454412,1.0
LOC117684471,LOC117684471,8.508430023667205e-05,-11.065196655733256,1.0,0.0,11.065196655733256,1.0
LOC105333180,LOC105333180,0.0005955901016567043,-8.743268560845895,1.0,0.0,8.743268560845895,1.0
LOC105321195,LOC105321195,0.001829312455088449,-7.190727537817116,1.0,0.0,7.190727537817116,1.0
LOC105321194,LOC105321194,0.06389830947774071,-2.0965298625380484,1.0,0.0,2.0965298625380484,1.0
LOC105321193,LOC105321193,0.032757455591118735,-5.059572106539378,1.0,1.1291046870614652,5.059572106539378,1.0
LOC105321197,LOC105321197,0.3000923269347423,0.134271211030214,1.0,0.0,-0.134271211030214,1.0
LOC105321199,LOC105321199,0.010933332580412358,-4.6389319010311585,1.0,0.0,4.6389319010311585,1.0
LOC105321198,LOC105321198,0.20611671732333803,-0.40758046700306605,1.0,0.0,0.40758046700306605,1.0
LOC105321201,LOC105321201,0.00012762645035500807,-10.650159156454412,1.0,0.0,10.650159156454412,1.0
LOC105321202,LOC105321202,8.508430023667205e-05,-11.065196655733256,1.0,0.0,11.065196655733256,1.0
LOC105321203,LOC105321203,0.00029779505082835217,-9.650159156454412,1.0,0.0,9.650159156454412,1.0
LOC105328747,LOC105328747,0.0003403372009466882,-9.4802341550121,1.0,0.0,9.4802341550121,1.0
LOC105328746,LOC105328746,0.06138832262075888,-2.154304129567242,1.0,0.0,2.154304129567242,1.0
LOC105328744,LOC105328744,0.025780542971711628,-3.404606450198731,1.0,0.0,3.404606450198731,1.0
LOC105328743,LOC105328743,0.0033608298593485455,-6.328231061567051,1.0,0.0,6.328231061567051,1.0
LOC105328742,LOC105328742,0.002042023205680129,-7.035449312339205,1.0,0.0,7.035449312339205,1.0
LOC105328741,LOC105328741,0.00855097217378554,-4.991947673702618,1.0,0.0,4.991947673702618,1.0
LOC109619976,LOC109619976,0.0003828793510650242,-9.32823106156705,1.0,0.0,9.32823106156705,1.0
LOC105337994,LOC105337994,0.0023823604066268173,-6.817269142289671,1.0,0.0,6.817269142289671,1.0
LOC105328736,LOC105328736,0.020164979156091275,-3.758375453236103,1.0,0.0,3.758375453236103,1.0
LOC105338004,LOC105338004,8.508430023667205e-05,-11.065196655733256,1.0,0.0,11.065196655733256,1.0
LOC117684581,LOC117684581,8.508430023667205e-05,-11.065196655733256,1.0,0.0,11.065196655733256,1.0
