Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
LOC117693020,LOC117693020,0.0006311501416682014,0.370368161267459,0.9756980792538716,0.00026637292167832656,-0.370368161267459,0.9756980792538716
LOC109621113,LOC109621113,0.00011475457121240025,-0.629631838732541,1.0,0.0,0.629631838732541,1.0
LOC117689737,LOC117689737,0.0005737728560620013,0.2448372791836011,1.0,0.00026637292167832656,-0.2448372791836011,1.0
LOC105333279,LOC105333279,5.7377285606200124e-05,-1.214594339453697,1.0,0.0,1.214594339453697,1.0
LOC105321472,LOC105321472,5.7377285606200124e-05,-1.214594339453697,1.0,0.0,1.214594339453697,1.0
LOC117687074,LOC117687074,0.0005163955704558011,1.1073337554336664,0.6276371319271123,0.0,-1.1073337554336664,0.6276371319271127
LOC105336148,LOC105336148,0.004303296420465009,0.5739015553525926,0.5339216085981824,0.002663729216783266,-0.5739015553525926,0.5339216085981824
LOC105346550,LOC105346550,0.023754196240966852,2.0229415681432936,1.377081138226243e-05,0.005593831355244858,-2.0229415681432936,1.377081138226243e-05
LOC117684472,LOC117684472,0.00017213185681860037,-0.2145943394536971,1.0,0.0,0.2145943394536971,1.0
LOC105333180,LOC105333180,0.0010901684265178023,0.5223712547125103,0.8563709357008734,0.0005327458433566531,-0.5223712547125103,0.8563709357008734
LOC105321195,LOC105321195,0.002295091424248005,-1.3164739534729106,0.0269841051267807,0.005593831355244858,1.3164739534729106,0.0269841051267807
LOC105321194,LOC105321194,0.060992054599390735,1.518760001160131,0.00011785938106264502,0.0210434608125878,-1.518760001160131,0.00011785938106264502
LOC105321193,LOC105321193,0.044926414629654694,0.3448330691603223,0.5517644618365917,0.035161225661539106,-0.3448330691603223,0.5517644618365917
LOC105321197,LOC105321197,0.34414895906598836,0.7267332385744285,0.06049519746093831,0.20777087890909474,-0.7267332385744285,0.06049519746093831
LOC105321199,LOC105321199,0.02260665052884285,3.089186408723407,5.277759822759849e-09,0.002397356295104939,-3.089186408723407,5.277759822759849e-09
LOC105321198,LOC105321198,0.281550340469624,1.203974850795401,0.0009520294172765962,0.12199879812867358,-1.203974850795401,0.0009520294172765962
LOC105321201,LOC105321201,5.7377285606200124e-05,-1.214594339453697,1.0,0.0,1.214594339453697,1.0
LOC105321203,LOC105321203,0.00017213185681860037,-2.214594339453697,0.2054470228522884,0.0007991187650349797,2.214594339453697,0.20544702285228858
LOC105328747,LOC105328747,0.0004016409992434009,0.7854056605463029,0.897024106602561,0.0,-0.7854056605463029,0.897024106602561
LOC105328746,LOC105328746,0.0936971073949248,1.2796888386770524,0.0007572010178787483,0.038357700721679024,-1.2796888386770524,0.0007572010178787483
LOC105328744,LOC105328744,0.04263132320540669,2.1546394702120226,5.051123131370173e-07,0.00932305225874143,-2.1546394702120226,5.051123131370173e-07
