Feature,Normalized.Dispersion
LOC117693020,0.03203882038770104
LOC117689737,-1.5463358267312115
LOC105321472,-0.3950684210354772
LOC117687070,nan
LOC117687074,-0.995323050941525
LOC105336148,0.03812812007526368
LOC105346550,0.15863514945083979
LOC117684466,nan
LOC117684471,nan
LOC105333180,-1.4730273723120852
LOC105321195,0.9377108897087477
LOC105321194,-0.8105241141859019
LOC105321193,-1.0846476169038781
LOC105321197,0.4810216892795273
LOC105321199,-0.6953489374813339
LOC105321198,-1.6673829041666908
LOC105321201,1.7735169760347356
LOC105321202,nan
LOC105321203,1.1648363865515348
LOC105328747,-3.1490236577289528
LOC105328746,-1.1865685072072474
LOC105328744,-1.544551584640873
LOC105328743,5.737379111261143
LOC105328742,1.4184739712145988
LOC105328741,1.052875504491183
LOC109619976,-0.6510266437453425
LOC105337994,2.864887842641156
LOC105328736,4.823296806715511
LOC105338004,nan
LOC117684581,nan
LOC105320538,-8.635033246350392
LOC105320528,-2.769634140128596
LOC105320530,0.30398965611544126
LOC105320526,0.003102864863084292
LOC109618754,nan
LOC105318169,-3.3223474961254884
LOC105318171,3.533043652414461
LOC105318173,-0.8344200931192639
LOC105318172,1.5586359456167491
LOC105318174,2.2210289130392784
LOC105318175,-0.288621958293927
LOC105318177,0.9729053554786244
LOC117684712,nan
LOC117680420,-1.7115630350768858
LOC105318178,0.842306039467553
LOC117684724,nan
LOC117684715,nan
LOC109619554,nan
LOC105329536,0.3041455445834482
LOC105329535,-0.2372515821374285
LOC105329534,1.4429841456452015
LOC117684746,-3.735135333586869
LOC105329532,-1.3535447774320915
LOC105329531,3.060484892849819
LOC109618651,-1.7598309879090166
LOC117680533,nan
LOC117692528,-1.1064480184461385
LOC105327355,0.024135232310516924
LOC105327359,-0.1836429907461467
LOC105327358,-0.5954743850285397
LOC105327360,0.42188423237570616
LOC105327361,-0.9597617720130418
LOC105327363,0.769011679305621
LOC105345084,-2.572941144526036
LOC105347024,0.03953877369619143
LOC117681699,nan
LOC105327365,-1.3206103429786369
LOC105319881,0.9816814813638854
LOC117681707,-1.2545588962052994
LOC105319882,-1.3529535682609521
LOC105319883,2.1591327590162726
LOC105319884,-1.0254112705439071
LOC105319885,4.837082410857252
LOC117681711,1.22451046223676
LOC105319886,nan
LOC105319890,1.1084998832813002
LOC105342315,0.4132845539583204
LOC117687129,nan
LOC105335931,nan
LOC105335914,0.3566592578267988
LOC105348645,3.565689309613356
LOC117683566,-1.2424539052160488
LOC117683687,-0.9967835593198082
LOC105337358,0.3281205489169419
LOC117683688,0.6106582865657184
LOC109619877,1.3020363581946157
LOC117683699,-2.382917446629061
LOC117683678,0.8419919692217289
LOC105337365,-0.5819674788840349
LOC105327168,-0.023306969718743034
LOC105327195,3.4342417772189475
LOC105326746,nan
LOC117680455,-1.2004483788680547
LOC105337361,-0.30018342967621675
LOC105337360,-1.7064722967615533
LOC117683736,7.196530816720935
LOC117683600,nan
LOC105337362,-1.3680243672050605
LOC105337363,nan
LOC117683663,-1.0585297991183942
LOC117680428,-1.8218397748886461
LOC105337368,-0.6735748792064503
