Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
LOC117693020,LOC117693020,0.0007345432110479295,-0.5865330425584983,0.8480128526826995,0.001103082666092173,0.5865330425584983,0.8480128526826995
LOC109621113,LOC109621113,0.00012242386850798824,0.41346695744149997,1.0,0.0,-0.41346695744149997,1.0
LOC117689737,LOC117689737,0.0008569670795559178,0.8285044567203439,0.838614710261734,0.00036769422203072427,-0.8285044567203439,0.838614710261734
LOC105333279,LOC105333279,0.0,-1.5865330425585,0.706061639635016,0.00018384711101536214,1.5865330425585,0.706061639635016
LOC105321472,LOC105321472,0.0,-1.5865330425585,0.706061639635016,0.00018384711101536214,1.5865330425585,0.706061639635016
LOC117687074,LOC117687074,0.00036727160552396475,-1.171495543279656,0.6663050103694532,0.0009192355550768107,1.171495543279656,0.6663050103694532
LOC105336148,LOC105336148,0.003427868318223671,-0.12086947020968708,1.0,0.003676942220307243,0.12086947020968708,1.0
LOC105346550,LOC105346550,0.02032236217232605,-0.9972446164345525,0.005195731865081121,0.040630211534395035,0.9972446164345525,0.005195731865081121
LOC117684466,LOC117684466,0.00012242386850798824,0.41346695744149997,1.0,0.0,-0.41346695744149997,1.0
LOC117684472,LOC117684472,0.00012242386850798824,0.41346695744149997,1.0,0.0,-0.41346695744149997,1.0
LOC105333180,LOC105333180,0.00036727160552396475,-1.9084611374458618,0.10436545766191589,0.0016546239991382594,1.9084611374458618,0.10436545766191589
LOC105321195,LOC105321195,0.002938172844191718,0.5978915285789288,0.706061639635016,0.0018384711101536214,-0.5978915285789288,0.706061639635016
LOC105321194,LOC105321194,0.06721070381088555,-0.7096574269352627,0.03904513291260551,0.10994057238718656,0.7096574269352627,0.03904513291260544
LOC105321193,LOC105321193,0.03623746507836452,-0.7120639246423579,0.050522139558021824,0.05938261685796197,0.7120639246423579,0.050522139558021824
LOC105321197,LOC105321197,0.3312789881826162,-0.2668682080158089,0.6265508069612384,0.3985805366813051,0.2668682080158089,0.6265508069612387
LOC105321199,LOC105321199,0.010773300428702967,-0.6653884632697382,0.1687710826559606,0.01709778132442868,0.6653884632697382,0.16877108265596047
LOC105321198,LOC105321198,0.2042030126713244,-1.1555604024101647,8.62879766573646e-05,0.4550215997630213,1.1555604024101647,8.62879766573646e-05
LOC105321201,LOC105321201,0.00012242386850798824,0.41346695744149997,1.0,0.0,-0.41346695744149997,1.0
LOC105321203,LOC105321203,0.0002448477370159765,0.998429458162656,0.8302563103924038,0.0,-0.998429458162656,0.8302563103924038
LOC105328747,LOC105328747,0.0007345432110479295,0.22082187949910548,1.0,0.0005515413330460865,-0.22082187949910548,1.0
LOC105328746,LOC105328746,0.057171946593230515,-1.2259433273020317,4.998610848664558e-05,0.13384069681918365,1.2259433273020317,4.998610848664549e-05
LOC105328744,LOC105328744,0.025341740781153567,-1.1714955432796552,0.0003811176474600195,0.057176451525777626,1.1714955432796552,0.0003811176474600195
LOC105328743,LOC105328743,0.004162411529271601,0.5427499743864672,0.706061639635016,0.0027577066652304323,-0.5427499743864672,0.706061639635016
LOC105328742,LOC105328742,0.0020812057646358005,0.7760370368262084,0.6330634813749361,0.001103082666092173,-0.7760370368262084,0.6330634813749365
LOC105328741,LOC105328741,0.007590279847495271,-0.7590002385632646,0.13408961290369717,0.01286929777107535,0.7590002385632646,0.13408961290369717
LOC109619976,LOC109619976,0.00036727160552396475,0.41346695744149997,1.0,0.00018384711101536214,-0.41346695744149997,1.0
LOC105337994,LOC105337994,0.001958781896127812,0.17900170380447733,1.0,0.0016546239991382594,-0.17900170380447733,1.0
LOC105328736,LOC105328736,0.018608428013214214,0.6484869871056986,0.2277920541208511,0.011766215104983177,-0.6484869871056986,0.2277920541208511
LOC117684581,LOC117684581,0.00012242386850798824,-0.5865330425585,1.0,0.00018384711101536214,0.5865330425585,1.0
LOC117684584,LOC117684584,0.0,-1.5865330425585,0.706061639635016,0.00018384711101536214,1.5865330425585,0.706061639635016
LOC105333579,LOC105333579,0.0002448477370159765,0.998429458162656,0.8302563103924038,0.0,-0.998429458162656,0.8302563103924038
LOC117684587,LOC117684587,0.00012242386850798824,0.41346695744149997,1.0,0.0,-0.41346695744149997,1.0
LOC105342798,LOC105342798,0.00012242386850798824,0.41346695744149997,1.0,0.0,-0.41346695744149997,1.0
LOC105320538,LOC105320538,0.0,-2.5865330425585,0.23445086316106153,0.0005515413330460865,2.5865330425585,0.23445086316106153
LOC105320528,LOC105320528,0.010773300428702967,0.3973472920782246,0.6254716399761026,0.008089272884675935,-0.3973472920782246,0.6254716399761026
LOC105320530,LOC105320530,0.18363580276198238,0.18874218661745612,0.8030393911037212,0.16105006924945725,-0.18874218661745612,0.8030393911037212
LOC105320526,LOC105320526,0.00281574897568373,1.1910745361050523,0.23445086316106153,0.001103082666092173,-1.1910745361050523,0.23445086316106153
LOC105318169,LOC105318169,0.0071005843734633185,0.5412225046398733,0.5208955040379843,0.004780024886399416,-0.5412225046398733,0.5208955040379843
