Feature,Normalized.Dispersion
LOC117693020,-2.9195257004736175
LOC109621113,nan
LOC117689737,1.258231247263702
LOC105333279,nan
LOC105321472,nan
LOC117687074,-2.4832656552679873
LOC105336148,1.02779221469625
LOC105346550,-0.8890665572686014
LOC117684472,1.6289590473686695
LOC105333180,-1.2289765512337023
LOC105321195,0.42144842546231354
LOC105321194,-1.1680220035221764
LOC105321193,-0.46564361533693044
LOC105321197,0.630671810722804
LOC105321199,-0.9900124828793686
LOC105321198,-1.4141379784101442
LOC105321201,nan
LOC105321203,1.659114967667513
LOC105328747,1.3999023991751978
LOC105328746,-1.737036665333876
LOC105328744,-2.1567414169647474
LOC105328743,8.80415359036961
LOC105328742,-0.11571072858688546
LOC105328741,1.7422132276093878
LOC109619976,1.0432763130347857
LOC105337994,2.6722939616296397
LOC105328736,3.465568436063598
LOC105338004,0.22437143202459423
LOC117684581,nan
LOC105333579,nan
LOC105342798,nan
LOC105320538,0.0709368107106405
LOC105320528,-1.0777718473610824
LOC105320530,-0.6398506559384579
LOC105320526,1.8680513885324914
LOC105318169,-1.0453429811191284
LOC105318171,4.433542842279797
LOC105318173,-1.073517749823881
LOC105318172,0.27277929843900023
LOC105318174,4.020753127674594
LOC105318175,0.659150394667937
LOC105318177,0.6275802731354979
LOC117680420,0.08472032493480605
LOC105318178,1.9011000338000077
LOC117684715,nan
LOC109619554,0.8085576930553569
LOC105329536,-0.12441004559449441
LOC105329535,0.011186865560631132
LOC105329534,0.5789224876588002
LOC117684746,-2.949434345087636
LOC105329532,-2.895294172669362
LOC105329531,1.8979467023474128
LOC105329529,nan
LOC105324352,nan
LOC109618651,nan
LOC117680533,nan
LOC117692528,-0.7488929807697116
LOC117680523,nan
LOC105327355,-1.3784692833116945
LOC105327359,1.1865173126688973
LOC105327358,-0.25836493496855173
LOC105327360,-1.6272884747307088
LOC105327361,-2.1365840416379935
LOC105327363,0.32530691012962226
LOC105345084,-1.3395080227586467
LOC105347024,-1.1152996965416484
LOC105327365,-0.9693327884674388
LOC105319881,1.1452381787110142
LOC117681707,-0.8604582223092659
LOC105319882,-1.7731737945271266
LOC105319883,2.868229138464044
LOC105319884,-1.879535322980893
LOC109617580,nan
LOC105319885,3.3978034087133335
LOC117681709,-1.1562569875511766
LOC117681711,-0.5623123391230368
LOC105319886,1.4334621914284067
LOC105319888,nan
LOC105319890,-1.8038288734818113
LOC105342315,-2.137032756153482
LOC105335931,0.9011643480615875
LOC105335914,0.5689408127370115
LOC105348645,-2.0434002748137434
LOC117683566,nan
LOC117683687,5.295839183254436
LOC105337358,-0.793172595284188
LOC117683688,-2.1179508595570535
LOC109619877,nan
LOC117683699,-1.0885986692858647
LOC117683701,-0.786318764193188
LOC117683678,-0.8027794086488197
LOC105337365,-1.2998236243169432
LOC105327168,-1.9483018478573104
LOC105327195,8.014960831554134
LOC105326746,-0.48650257975520966
LOC117680455,0.2668420451766914
LOC105337361,-0.6077478354270823
LOC105337360,-2.991971611614976
LOC117683736,0.8190801522152045
LOC117683745,nan
LOC117683600,nan
LOC117683719,nan
LOC105337362,-1.1691166059336442
LOC105337363,nan
LOC117683663,0.239795782865322
LOC117680428,-1.1832395357335102
LOC105337368,-0.6248428799582163
LOC105337367,10.789450425566784
LOC105337369,-0.04863387142278631
LOC109618958,1.105258879478888
LOC105342725,0.5684641952439372
