Feature,Normalized.Dispersion
LOC117693020,-0.9550322938441316
LOC109621113,nan
LOC117689737,1.3093957165366101
LOC105333279,nan
LOC105321472,nan
LOC117687074,0.6802775353189231
LOC105336148,-0.7544366978436328
LOC105346550,-0.07548031555275962
LOC117684466,nan
LOC117684472,nan
LOC105333180,-3.1325259329496102
LOC105321195,0.3970811807277538
LOC105321194,-0.34798011873105844
LOC105321193,-1.1540954300187642
LOC105321197,-0.24774969395379953
LOC105321199,0.462819607840065
LOC105321198,-1.3210430195553862
LOC105321201,nan
LOC105321203,nan
LOC105328747,-2.897866572597323
LOC105328746,-1.464374384256279
LOC105328744,-0.44545312626065214
LOC105328743,3.822568468190407
LOC105328742,2.5148545402959055
LOC105328741,0.029505018987442736
LOC109619976,1.9625301233880552
LOC105337994,-2.0632453045437753
LOC105328736,3.8805054200989257
LOC117684581,nan
LOC117684584,nan
LOC105333579,nan
LOC117684587,nan
LOC105342798,nan
LOC105320538,-3.756131432664765
LOC105320528,0.06112111380198251
LOC105320530,-0.12036149654064779
LOC105320526,0.579536790480865
LOC105318169,-0.8689714811672287
LOC105318171,-0.9394396709001486
LOC105318173,-1.8459422429343393
LOC105318172,0.06467203880349048
LOC105318174,1.3953355391862645
LOC105318175,-0.19142418766113956
LOC105318177,0.49008850313850455
LOC117684712,nan
LOC117680420,-1.135691076199673
LOC105318178,0.3446996625700093
LOC117684715,nan
LOC109619554,1.1029176198475892
LOC105329536,0.006109658883477082
LOC105329535,0.5224404098591704
LOC105329534,-0.31410743283059145
LOC117684746,-2.4987244011557292
LOC105329532,-2.551877792619746
LOC105329531,4.022560358872156
LOC105324352,nan
LOC109618651,0.817955695045873
LOC117680533,nan
LOC117692528,-4.739428852424813
LOC105327355,-1.5945630935311546
LOC105327359,nan
LOC105327358,-0.8572597669861761
LOC105327360,1.0773644512400673
LOC105327361,-0.902117734297753
LOC105327363,0.609007393890768
LOC105345083,nan
LOC105345084,-2.6317826327524974
LOC105347024,nan
LOC105327365,-0.7747861267518897
LOC105319881,1.8052487352972526
LOC117681707,0.42364422912110533
LOC105319882,-1.4364895126751545
