Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
LOC117689737,LOC117689737,0.0001593856731950019,-0.771077029926726,1.0,0.0,0.771077029926726,1.0
LOC117687025,LOC117687025,0.0003187713463900038,-0.18611452920556992,1.0,0.0,0.18611452920556992,1.0
LOC105321472,LOC105321472,0.002231399424730026,-1.0341114357605194,0.27254497177720255,0.004353651336447025,1.0341114357605194,0.27254497177720255
LOC117689460,LOC117689460,0.0001593856731950019,-0.771077029926726,1.0,0.0,0.771077029926726,1.0
LOC105344774,LOC105344774,0.0001593856731950019,-0.771077029926726,1.0,0.0,0.771077029926726,1.0
LOC117687074,LOC117687074,0.0001593856731950019,-0.771077029926726,1.0,0.0,0.771077029926726,1.0
LOC117682936,LOC117682936,0.0003187713463900038,-1.771077029926726,0.38676611758284557,0.0010884128341117562,1.771077029926726,0.38676611758284557
LOC105336148,LOC105336148,0.0049409558690450585,0.4215680480156694,0.8064074822851461,0.003265238502335268,-0.4215680480156694,0.8064074822851461
LOC105346550,LOC105346550,0.08861843429642105,1.2629936461629665,2.5925167364172092e-05,0.03646182994274383,-1.2629936461629665,2.5925167364172092e-05
LOC105321192,LOC105321192,0.0001593856731950019,-1.771077029926726,0.59742793053107,0.0005442064170558781,1.771077029926726,0.59742793053107
LOC117684466,LOC117684466,0.0003187713463900038,-0.18611452920556992,1.0,0.0,0.18611452920556992,1.0
LOC117684471,LOC117684471,0.003825256156680045,-0.12722084015200164,1.0,0.0038094449193911465,0.12722084015200164,1.0
LOC105333180,LOC105333180,0.010678840104065127,0.4094952157150953,0.7031657027122892,0.007618889838782293,-0.4094952157150953,0.7031657027122892
LOC105321195,LOC105321195,0.005578498561825066,-0.8490795419279991,0.21577007346211047,0.009795715507005805,0.8490795419279991,0.21577007346211047
LOC105321194,LOC105321194,0.10041297411285119,1.3209657994268733,9.837323929457469e-06,0.039727068445079096,-1.3209657994268733,9.837323929457469e-06
LOC105321193,LOC105321193,0.3527204947805392,-0.30068921607315047,0.23777576609163228,0.4342767208105907,0.30068921607315047,0.23777576609163228
LOC105321197,LOC105321197,1.949446168848068,0.20413298189969686,0.51654520317997,1.6924819570437808,-0.20413298189969686,0.51654520317997
LOC105321199,LOC105321199,0.06678259706870579,2.695240974295811,1.9115412519193587e-13,0.009795715507005805,-2.695240974295811,1.9115412519193587e-13
LOC105321198,LOC105321198,0.7770051568256342,0.4719767586229054,0.05966521581412471,0.5599884031504986,-0.4719767586229054,0.05966521581412302
LOC105321201,LOC105321201,0.0003187713463900038,-1.18611452920557,0.7484300862327922,0.0005442064170558781,1.18611452920557,0.7484300862327922
LOC105321202,LOC105321202,0.0001593856731950019,-1.771077029926726,0.59742793053107,0.0005442064170558781,1.771077029926726,0.59742793053107
LOC105321203,LOC105321203,0.0017532424051450207,0.8138854707944301,0.7959460425096594,0.0005442064170558781,-0.8138854707944301,0.7959460425096594
LOC105328747,LOC105328747,0.025979864730785306,0.8315874725278896,0.04795443429279859,0.01414936684345283,-0.8315874725278896,0.04795443429279859
LOC105328746,LOC105328746,0.19747884908860733,0.1696570206535868,0.7052574706397369,0.17523446629199274,-0.1696570206535868,0.7052574706397369
LOC105328744,LOC105328744,0.15046007549608179,1.1588971787948337,2.2233597469458597e-05,0.066937389297873,-1.1588971787948337,2.2233597469458597e-05
LOC105328743,LOC105328743,0.1448815769342567,-0.5888127212955876,0.016558863444444745,0.21768256682235124,0.5888127212955876,0.016558863444444745
LOC105328742,LOC105328742,0.03299283435136539,0.9293626882143657,0.013978440690424943,0.01687039892873222,-0.9293626882143657,0.013978440690424955
LOC105328741,LOC105328741,0.09579078959019613,1.0702252240542158,0.0003187164860248795,0.04516913261563788,-1.0702252240542158,0.0003187164860248795
LOC109619976,LOC109619976,0.15699488809707685,-0.7385225297787759,0.0010336730701138153,0.2617632866038774,0.7385225297787759,0.0010336730701138153
LOC105337994,LOC105337994,0.0025501707711200303,-2.8128972056213524,1.893681729978303e-06,0.018503018179899855,2.8128972056213524,1.893681729978303e-06
LOC105328736,LOC105328736,0.06694198274190079,-2.119489797318102,6.369231286143708e-22,0.29115043312489475,2.119489797318102,6.369231286143708e-22
LOC105338004,LOC105338004,0.0001593856731950019,-0.771077029926726,1.0,0.0,0.771077029926726,1.0
LOC117684581,LOC117684581,0.0001593856731950019,-0.771077029926726,1.0,0.0,0.771077029926726,1.0
LOC117684584,LOC117684584,0.0001593856731950019,-3.941002031369039,0.0002827445833430742,0.004353651336447025,3.941002031369039,0.0002827445833430742
LOC109620526,LOC109620526,0.0001593856731950019,-0.771077029926726,1.0,0.0,0.771077029926726,1.0
LOC105342798,LOC105342798,0.0001593856731950019,-0.771077029926726,1.0,0.0,0.771077029926726,1.0
