73960
XR_004604272.1	9838	11385	11385	1	2	0
XM_034463183.1	14113	15803	11385	1	4	2
XM_034463195.1	16866	19159	15803	2	2	6
XR_004602036.1	60035	67699	19159	2	11	8
XR_004601959.1	60035	71037	67699	2	11	19
XR_004602028.1	60035	71037	71037	2	11	30
XR_004601994.1	60035	71037	71037	2	11	41
XR_004601947.1	60035	71037	71037	2	12	52
XR_004601990.1	60035	71037	71037	2	11	64
XR_004601957.1	60035	71037	71037	2	12	75
XR_004602007.1	60035	71037	71037	2	12	87
XR_004601999.1	60035	71037	71037	2	13	99
XR_004601971.1	60035	71037	71037	2	12	112
XR_004601997.1	60035	71037	71037	2	12	124
XR_004601996.1	60035	71037	71037	2	12	136
XR_004601960.1	60035	71037	71037	2	13	148
XR_004601964.1	60035	71037	71037	2	12	161
XR_004601944.1	60035	71037	71037	2	13	173
XR_004602030.1	60035	74622	71037	2	11	186
XR_004602015.1	60035	74622	74622	2	12	197
XR_004602006.1	60035	74622	74622	2	13	209
XM_034471753.1	61886	71037	74622	2	11	222
XR_004602037.1	62248	71037	74622	2	10	233
XR_004602043.1	62857	71037	74622	2	9	243
XM_034463075.1	80320	86123	74622	1	4	252
XM_034463066.1	97819	126386	86123	1	9	256
XM_034463207.1	139292	141526	126386	2	1	265
XM_034464216.1	142828	146044	141526	2	2	266
XM_034463215.1	151757	185672	146044	1	11	268
XR_004601744.1	167269	168429	185672	2	3	279
XM_034481799.1	203631	209756	185672	1	8	282
XR_004596449.1	226702	229169	209756	1	4	290
XR_004602779.1	242188	242938	229169	2	3	294
XR_004602775.1	254842	258146	242938	1	3	297
XM_034463224.1	265779	267610	258146	2	3	300
XM_034451582.1	326438	327864	267610	2	3	303
XM_020070379.2	336689	344092	327864	1	2	306
XR_004600116.1	336689	344120	344092	1	2	308
XM_034456887.1	355806	433458	344120	1	3	310
XM_011419434.3	371700	373366	433458	2	3	313
XR_004598226.1	415527	418253	433458	2	3	316
XR_004598232.1	415529	420771	433458	2	5	319
XR_004598234.1	415529	421163	433458	2	4	324
XR_004598230.1	415529	421173	433458	2	5	328
XR_004598227.1	415530	418527	433458	2	4	333
XR_004598229.1	415530	418540	433458	2	4	337
XM_011455176.3	424188	433458	433458	1	3	341
XM_011455177.3	424211	433458	433458	1	2	344
XM_034456922.1	453295	458891	433458	1	3	346
XM_034456929.1	469249	471054	458891	2	3	349
XR_004598238.1	472588	477866	471054	1	3	352
XM_034456935.1	472588	477866	477866	1	2	355
XM_011419438.3	539807	544659	477866	1	8	357
XM_020064467.2	539820	544659	544659	1	8	365
XM_011419437.3	543089	560259	544659	2	8	373
XM_011419460.2	543244	544233	560259	2	1	381
XM_011419435.3	560273	572452	560259	1	17	382
XM_011419436.3	560273	572452	572452	1	16	399
XM_034456949.1	560632	572186	572452	1	17	415
XM_011419440.3	572110	575764	572452	2	5	432
XM_020064470.2	577510	596623	575764	2	15	437
XM_020064468.2	577510	596623	596623	2	15	452
XM_034457013.1	596478	618229	596623	1	23	467
XM_034457007.1	596478	618229	618229	1	24	490
XM_034457000.1	596478	618229	618229	1	23	514
XM_034457022.1	596478	618229	618229	1	23	537
XM_034456998.1	596478	618238	618229	1	24	560
XM_020064462.2	596562	618229	618238	1	22	584
XM_011419447.3	597393	618229	618238	1	24	606
XM_011419449.3	597395	618229	618238	1	23	630
XM_011419452.3	597395	618229	618238	1	22	653
XM_011419451.3	601706	618229	618238	1	22	675
XM_011419450.3	602270	618229	618238	1	22	697
XM_011419455.2	620239	631166	618238	2	6	719
XM_034457075.1	621051	630706	631166	2	6	725
XM_011419457.3	632360	637849	631166	2	6	731
XM_034457116.1	642340	675315	637849	1	24	737
XM_034457093.1	642340	696153	675315	1	24	761
XM_034457107.1	642340	696153	696153	1	24	785
XM_034457112.1	642340	696153	696153	1	24	809
XM_034457115.1	642340	696153	696153	1	24	833
XM_034457089.1	642341	655536	696153	1	24	857
XM_034457101.1	642471	655536	696153	1	24	881
XM_034457118.1	642471	696153	696153	1	24	905
XM_011429753.3	703982	714642	696153	1	14	929
XM_034457170.1	704415	714642	714642	1	12	943
XM_011429754.3	704453	714642	714642	1	12	955
XM_011429755.3	705708	714642	714642	1	12	967
XM_034457164.1	705797	715961	714642	1	12	979
