gene_id	gene_short_name	cell_group	marker_score	mean_expression	fraction_expressing	specificity	pseudo_R2	marker_test_p_value	marker_test_q_value	gene_ID	unitpro	up_evalue	cel	cel_evalue	dmel	dmel_evalue	spur_acc	spur_evalue	Gene Type	Protein accession
LOC105340436	LOC105340436	1	0.252994734	13.40348026	0.980089395	0.258134345	0.238376154	1.19E-176	4.56E-171	forkhead box protein E1	Q5J3Q5.1	1.05E-38	C47G2.2.1	5.29E-31	croc-PA	7.97E-30	XP_003727565.2	3.13E-33	protein-coding	XP_011444776.2
LOC105322262	LOC105322262	1	0.241612911	13.34550212	0.993498578	0.243194018	0.221923899	3.68E-164	1.41E-158	glutamine synthetase 2 cytoplasmic-like	P20478.3	0	Y105C5B.28a.1	0	Gs2-PD	0	XP_030853466.1	0	protein-coding	NP_001295770.1
LOC105336376	LOC105336376	1	0.185115512	4.379501509	0.905729378	0.204382806	0.083827507	7.41E-62	2.83E-56	ras-related protein Rab-9A	Q9R0M6.1	2.78E-98	W03C9.3.2	1.15E-63	Rab9-PA	3.15E-64	XP_030836470.1	3.02E-96	protein-coding	XP_011438975.1
LOC105336839	LOC105336839	1	0.182989541	6.575223152	0.927671678	0.197256793	0.094921395	6.43E-70	2.46E-64	mRNA decay activator protein ZFP36L1	Q805B4.1	3.03E-49	F38B7.1b.1	1.09E-29	Tis11-PD	2.95E-44	XP_782811.1	2.71E-49	protein-coding	XP_011439615.2
LOC105348083	LOC105348083	1	0.182531671	12.2991153	0.994311256	0.183575988	0.143850405	8.70E-106	3.33E-100	MAP kinase-interacting serine/threonine-protein kinase 1	O08605.2	2.95E-152	R166.5b.1	5.32E-115	Lk6-PB	2.17E-126	XP_779905.1	8.94E-147	protein-coding	XP_011455691.1
LOC105337948	LOC105337948	1	0.177875703	2.20930035	0.605038602	0.293990668	0.091057476	4.16E-67	1.59E-61	transcriptional regulator Myc-A	Q17103.1	2.03E-40	T19B10.11.1	1.77E-07	Myc-PA	4.20E-10	NP_999744.1	7.33E-31	protein-coding	XP_011441199.2
LOC117689304	LOC117689304	1	0.174278689	2.504747661	0.579845591	0.300560513	0.086412703	9.85E-64	3.77E-58	insulin gene enhancer protein ISL-1-like	P61371.1	1.60E-158	C04F1.3.1	1.37E-68	tup-PB	4.60E-136	XP_781774.3	7.21E-151	protein-coding	XP_034325945.1
LOC105340121	LOC105340121	1	0.173909815	2.653193218	0.789516457	0.220273831	0.082983595	3.03E-61	1.16E-55	porphobilinogen deaminase	P08397.2	2.28E-128	F44B9.6.1	2	l(3)02640-PA	4.25E-94	XP_781025.2	2.29E-108	protein-coding	XP_011444315.2
LOC105323995	LOC105323995	1	0.170335927	1.389511592	0.519301097	0.32800995	0.103573823	3.19E-76	1.22E-70	uncharacterized LOC105323995	P06495.1	0.007	E02A10.3c.1	0.000817	Duox-PC	0.005	XP_030845346.1	0.008	protein-coding	XP_011421357.2
LOC105346975	LOC105346975	1	0.168627671	7.314120854	0.967899228	0.174220277	0.058049315	3.24E-43	1.24E-37	rab11 family-interacting protein 4A	Q86YS3.1	1.38E-44	F55C12.1d.1	4.26E-18	nuf-PF	4.44E-19	XP_011678395.2	1.18E-34	protein-coding	XP_011454112.2
LOC105340424	LOC105340424	1	0.166145478	5.651308365	0.958553434	0.173329386	0.067733521	3.32E-50	1.27E-44	S-adenosylmethionine synthase	Q2KJC6.1	0	C06E7.3a.2	0	Sam-S-PE	0	NP_001116973.1	0	protein-coding	XP_011444759.1
Hmgb1	Hmgb1	1	0.164416884	7.272113841	0.978870378	0.16796594	0.05849303	1.55E-43	5.92E-38	high mobility group box 1	O54879.3	4.24E-26	Y48B6A.14.2	1.21E-11	Dsp1-PE	2.00E-16	XP_030828041.1	1.13E-34	protein-coding	NP_001292239.1
LOC105334018	LOC105334018	1	0.162913054	14.49024539	0.984559122	0.165468026	0.043282745	1.37E-32	5.25E-27	uncharacterized LOC105334018	Q95168.1	0.15	F58G11.2c.1	3.6	fuss-PD	6.9	XP_030842526.1	0.52	protein-coding	XP_011435588.2
LOC105335076	LOC105335076	1	0.16200263	5.971154977	0.977245022	0.165774832	0.049519644	4.50E-37	1.72E-31	"ADP,ATP carrier protein"	P27080.1	6.51E-141	K01H12.2.1	1.01E-93	sesB-PD	3.84E-84	XP_011665172.1	2.20E-93	protein-coding	XP_011437055.1
LOC105321673	LOC105321673	1	0.161381735	8.629826617	0.982527428	0.164251634	0.034587507	2.42E-26	9.25E-21	uncharacterized LOC105321673_ncRNA									lncRNA	
LOC105348494	LOC105348494	1	0.161210073	3.152341884	0.826493295	0.195053092	0.043508509	9.45E-33	3.61E-27	40S ribosomal protein S12	P84175.2	5.65E-73	F54E7.2.4	1.93E-52	RpS12-PB	2.78E-53	XP_795427.2	1.47E-75	protein-coding	XP_011456257.1
LOC105347974	LOC105347974	1	0.160917887	6.562396475	0.973994311	0.165214402	0.064972019	3.28E-48	1.25E-42	G2/mitotic-specific cyclin-B3	P39963.1	1.85E-105	T06E6.2a.2	2.67E-80	CycB3-PB	9.33E-100	XP_795905.2	7.36E-111	protein-coding	XP_011455547.3
LOC105317248	LOC105317248	1	0.15940371	1.992110252	0.750101585	0.212509497	0.068606691	7.78E-51	2.97E-45	XK-related protein 6-like	Q49LS8.1	6.11E-27	F08F1.5.1	4.27E-09	CG32579-PC	0.001	XP_030839280.1	3.22E-36	protein-coding	XP_034318130.1
LOC109617243	LOC109617243	1	0.158231043	85.56637993	1	0.158231043	0.160591496	3.50E-118	1.34E-112	histone H2A.V	P02272.2	2.23E-84	R08C7.3.3	4.04E-73	His2Av-PB	1.07E-64	NP_001116980.1	4.50E-86	protein-coding	XP_034312004.1
LOC105338802	LOC105338802	1	0.157725159	3.100657908	0.808614384	0.195056089	0.071709244	4.45E-53	1.70E-47	uncharacterized LOC105338802	Q9N4M4.3	0.56	ZK973.6a.1	0.05	Rab11-PA	1	XP_030855127.1	0.003	protein-coding	XP_019927195.2
LOC105329912	LOC105329912	1	0.157092452	3.17915152	0.845184884	0.18586756	0.034322105	3.75E-26	1.44E-20	60S acidic ribosomal protein P1	O01359.1	3.23E-34	Y37E3.7.3	8.24E-30	RpLP1-PB	2.42E-26	XP_793925.1	2.31E-25	protein-coding	XP_011429705.1
LOC105329200	LOC105329200	1	0.157070062	1.700697204	0.62779358	0.250193801	0.087671963	1.20E-64	4.58E-59	chordin-like protein 2	Q6WN34.1	1.06E-16	C16A3.8.1	0.001	cv-2-PA	1.90E-06	XP_011679947.2	9.04E-15	protein-coding	XP_011428686.2
LOC105341870	LOC105341870	1	0.157028914	1.566750113	0.619666802	0.253408627	0.075624647	6.53E-56	2.50E-50	glyoxylate reductase/hydroxypyruvate reductase	Q9UBQ7.1	6.52E-48	C31C9.2.1	1.74E-07	CG1236-PA	1.38E-40	XP_030835698.1	5.42E-55	protein-coding	XP_011446925.2
LOC105345176	LOC105345176	1	0.156598535	5.181626411	0.893132873	0.175336212	0.044094307	3.59E-33	1.37E-27	uncharacterized LOC105345176	Q1AGV6.1	0.15	F08F1.1b.1	2.9	CG42674-PF	1.5	XP_003726535.1	6.4	protein-coding	XP_034328169.1
LOC105336480	LOC105336480	1	0.155862863	3.442612395	0.87240959	0.178657898	0.029800852	6.62E-23	2.53E-17	60S ribosomal protein L10	O61231.1	7.69E-132	F10B5.1.2	2.81E-113	RpL10-PE	1.05E-132	XP_787854.1	9.36E-133	protein-coding	XP_011439108.1
LOC105327445	LOC105327445	2	0.334403907	39.02065211	0.998454405	0.33492156	0.554603424	0	0	sperm-specific protein PHI-2B/PHI-3	Q3HNG7.1	5.91E-12	C18G1.5.1	9.40E-09			XP_030839851.1	5.41E-08	protein-coding	XP_011426236.2
LOC105335685	LOC105335685	2	0.26599368	3.581496149	0.934054611	0.284773157	0.301572604	2.51E-207	9.57E-202	cell division cycle-associated protein 7	Q922M5.1	8.60E-58	T14B4.1.1	0.12	CG7461-PC	2.6	XP_030833692.1	3.07E-71	protein-coding	XP_011438013.1
LOC105348851	LOC105348851	2	0.25461164	3.823869979	0.917053065	0.27764112	0.260847052	1.65E-178	6.32E-173	uncharacterized LOC105348851	E7FDB3.1	8.32E-26	R03D7.7.1	4.48E-05	nos-PB	1.70E-17	XP_030841829.1	1.38E-24	protein-coding	XP_011456725.1
LOC105335166	LOC105335166	2	0.250743412	2.385926792	0.839258114	0.298767933	0.240097391	5.83E-164	2.23E-158	probable ATP-dependent RNA helicase DDX4	Q4R5S7.1	0	Y54E10A.9a.2	3.06E-147	vas-PC	4.06E-150	NP_001139665.1	0	protein-coding	NP_001292258.1
LOC105349033	LOC105349033	2	0.250189447	3.668926414	0.939206595	0.266383828	0.270242222	4.00E-185	1.53E-179	GATA zinc finger domain-containing protein 14	Q9H1Q7.1	1.64E-93	D2030.8.2	2.01E-33			XP_030841298.1	1.76E-90	protein-coding	XP_034330368.1
LOC117682274	LOC117682274	2	0.241811132	3.63389617	0.922205049	0.262209725	0.220841575	1.53E-150	5.84E-145	protein HEXIM-like	O94992.1	0.000246	Y39E4B.6a.1	0.061	hep-PE	2.9	XP_003729518.2	0.021	protein-coding	XP_034305401.1
LOC105321026	LOC105321026	2	0.238857861	4.194242167	0.939206595	0.254318764	0.217810796	1.95E-148	7.44E-143	ubiquitin-conjugating enzyme E2 S	C3Z724.1	8.82E-102	M7.1.1	1.36E-32	CG8188-PD	1.38E-90	XP_030839949.1	2.39E-99	protein-coding	XP_011417508.1
